timepoint,ID,death,ploidy,trt,group_list,trt_list,umol_L_h,SMR_length,SMR_weight,L_cm,V_cm,W_g
6,Q24,no,D,heat_only,D_heat_only,D_heat_only_6,47.21288107,0.119,0.315,8.9,70,3.36
10,Q24,no,D,heat_only,D_heat_only,D_heat_only_10,20.29751552,0.051,0.135,8.9,70,3.36
-10,Q25,no,D,heat_only,D_heat_only,D_heat_only_-10,12.85570911,0.033,0.089,8.6,67,3.24
1,Q25,no,D,heat_only,D_heat_only,D_heat_only_1,27.2767418,0.071,0.189,8.6,67,3.24
2,Q25,no,D,heat_only,D_heat_only,D_heat_only_2,24.37152193,0.063,0.168,8.6,67,3.24
6,Q25,no,D,heat_only,D_heat_only,D_heat_only_6,33.61141712,0.088,0.232,8.6,67,3.24
10,Q25,no,D,heat_only,D_heat_only,D_heat_only_10,49.64409798,0.129,0.343,8.6,67,3.24
-10,Q26,no,D,heat_only,D_heat_only,D_heat_only_-10,26.71897252,0.07,0.187,8.5,66,3.2
1,Q26,no,D,heat_only,D_heat_only,D_heat_only_1,36.02657865,0.095,0.252,8.5,66,3.2
2,Q26,no,D,heat_only,D_heat_only,D_heat_only_2,40.06612529,0.106,0.28,8.5,66,3.2
6,Q26,no,D,heat_only,D_heat_only,D_heat_only_6,66.42590502,0.175,0.465,8.5,66,3.2
10,Q26,no,D,heat_only,D_heat_only,D_heat_only_10,20.35135294,0.054,0.142,8.5,66,3.2
-10,Q27,no,D,heat_only,D_heat_only,D_heat_only_-10,7.043320403,0.018,0.044,9,75,3.56
1,Q27,no,D,heat_only,D_heat_only,D_heat_only_1,52.86820777,0.132,0.333,9,75,3.56
2,Q27,no,D,heat_only,D_heat_only,D_heat_only_2,59.56018443,0.148,0.375,9,75,3.56
6,Q27,no,D,heat_only,D_heat_only,D_heat_only_6,55.46248412,0.138,0.349,9,75,3.56
10,Q27,no,D,heat_only,D_heat_only,D_heat_only_10,20.67651221,0.051,0.13,9,75,3.56
-10,Q28,no,D,heat_only,D_heat_only,D_heat_only_-10,28.7757844,0.066,0.159,9.7,87,4.04
1,Q28,no,D,heat_only,D_heat_only,D_heat_only_1,66.8569795,0.154,0.371,9.7,87,4.04
-10,Q29,no,D,heat_only,D_heat_only,D_heat_only_-10,12.14950322,0.027,0.093,10.1,59,2.92
-10,Q30,no,D,heat_only,D_heat_only,D_heat_only_-10,8.232181012,0.021,0.058,8.9,65,3.16
-10,Q31,no,D,heat_only,D_heat_only,D_heat_only_-10,31.85921304,0.078,0.192,9.1,79,3.72
1,Q31,no,D,heat_only,D_heat_only,D_heat_only_1,51.36822329,0.126,0.309,9.1,79,3.72
2,Q31,no,D,heat_only,D_heat_only,D_heat_only_2,132.2673879,0.325,0.796,9.1,79,3.72
6,Q31,no,D,heat_only,D_heat_only,D_heat_only_6,53.13168332,0.131,0.32,9.1,79,3.72
10,Q31,no,D,heat_only,D_heat_only,D_heat_only_10,20.86563218,0.051,0.126,9.1,79,3.72
-10,Q32,no,D,heat_only,D_heat_only,D_heat_only_-10,32.02324954,0.078,0.191,9.2,80,3.76
1,Q32,no,D,heat_only,D_heat_only,D_heat_only_1,50.80303844,0.124,0.303,9.2,80,3.76
2,Q32,no,D,heat_only,D_heat_only,D_heat_only_2,81.23601065,0.198,0.484,9.2,80,3.76
6,Q32,no,D,heat_only,D_heat_only,D_heat_only_6,88.03911822,0.214,0.524,9.2,80,3.76
10,Q32,no,D,heat_only,D_heat_only,D_heat_only_10,21.51817672,0.052,0.128,9.2,80,3.76
-10,Q33,no,D,heat_only,D_heat_only,D_heat_only_-10,7.506728103,0.019,0.056,8.7,61,3
1,Q33,no,D,heat_only,D_heat_only,D_heat_only_1,122.2367213,0.315,0.912,8.7,61,3
-10,Q34,no,D,heat_only,D_heat_only,D_heat_only_-10,32.08657413,0.088,0.264,8.2,54,2.72
-10,Q35,no,D,heat_only,D_heat_only,D_heat_only_-10,31.88092799,0.082,0.238,8.7,61,3
1,Q35,no,D,heat_only,D_heat_only,D_heat_only_1,94.79745141,0.244,0.708,8.7,61,3
2,Q35,no,D,heat_only,D_heat_only,D_heat_only_2,37.66971629,0.097,0.281,8.7,61,3
6,Q35,no,D,heat_only,D_heat_only,D_heat_only_6,39.39844173,0.101,0.294,8.7,61,3
10,Q35,no,D,heat_only,D_heat_only,D_heat_only_10,21.68890759,0.056,0.162,8.7,61,3
-10,Q36,no,D,heat_only,D_heat_only,D_heat_only_-10,28.03437622,0.071,0.176,8.9,75,3.56
1,Q36,no,D,heat_only,D_heat_only,D_heat_only_1,56.27458208,0.142,0.354,8.9,75,3.56
2,Q36,no,D,heat_only,D_heat_only,D_heat_only_2,33.33676088,0.084,0.21,8.9,75,3.56
6,Q36,no,D,heat_only,D_heat_only,D_heat_only_6,26.09757609,0.066,0.164,8.9,75,3.56
10,Q36,no,D,heat_only,D_heat_only,D_heat_only_10,21.69673424,0.055,0.136,8.9,75,3.56
-10,Q37,no,D,heat_only,D_heat_only,D_heat_only_-10,29.7243685,0.083,0.179,8,79,3.72
1,Q37,no,D,heat_only,D_heat_only,D_heat_only_1,36.80473177,0.103,0.222,8,79,3.72
2,Q37,no,D,heat_only,D_heat_only,D_heat_only_2,56.53347405,0.158,0.34,8,79,3.72
6,Q37,no,D,heat_only,D_heat_only,D_heat_only_6,56.67599515,0.159,0.341,8,79,3.72
10,Q37,no,D,heat_only,D_heat_only,D_heat_only_10,22.7157958,0.064,0.137,8,79,3.72
-10,Q38,no,D,heat_only,D_heat_only,D_heat_only_-10,17.3388044,0.041,0.152,9.5,50,2.56
1,Q38,no,D,heat_only,D_heat_only,D_heat_only_1,98.6284345,0.232,0.863,9.5,50,2.56
2,Q38,no,D,heat_only,D_heat_only,D_heat_only_2,78.29616421,0.185,0.685,9.5,50,2.56
6,Q38,no,D,heat_only,D_heat_only,D_heat_only_6,52.69648777,0.124,0.461,9.5,50,2.56
10,Q38,no,D,heat_only,D_heat_only,D_heat_only_10,22.95833005,0.054,0.201,9.5,50,2.56
-10,Q39,no,D,heat_only,D_heat_only,D_heat_only_-10,27.93809187,0.07,0.145,8.9,94,4.32
2,Q39,no,D,heat_only,D_heat_only,D_heat_only_2,56.81877151,0.143,0.295,8.9,94,4.32
6,Q39,no,D,heat_only,D_heat_only,D_heat_only_6,118.1127883,0.297,0.612,8.9,94,4.32
10,Q39,no,D,heat_only,D_heat_only,D_heat_only_10,23.35329207,0.059,0.121,8.9,94,4.32
-10,Q40,no,D,heat_only,D_heat_only,D_heat_only_-10,30.82029735,0.077,0.174,9,85,3.96
1,Q40,no,D,heat_only,D_heat_only,D_heat_only_1,43.09601956,0.107,0.244,9,85,3.96
2,Q40,no,D,heat_only,D_heat_only,D_heat_only_2,49.3955735,0.123,0.279,9,85,3.96
6,Q40,no,D,heat_only,D_heat_only,D_heat_only_6,52.42843779,0.13,0.296,9,85,3.96
10,Q40,no,D,heat_only,D_heat_only,D_heat_only_10,23.41321152,0.058,0.132,9,85,3.96
-10,Q41,no,D,heat_only,D_heat_only,D_heat_only_-10,33.6033915,0.1,0.248,7.5,62,3.04
1,Q41,no,D,heat_only,D_heat_only,D_heat_only_1,41.09404704,0.123,0.303,7.5,62,3.04
2,Q41,no,D,heat_only,D_heat_only,D_heat_only_2,29.02241535,0.087,0.214,7.5,62,3.04
6,Q41,no,D,heat_only,D_heat_only,D_heat_only_6,22.55642958,0.067,0.166,7.5,62,3.04
10,Q41,no,D,heat_only,D_heat_only,D_heat_only_10,22.54192502,0.067,0.166,7.5,62,3.04
-10,Q42,no,D,heat_only,D_heat_only,D_heat_only_-10,8.971314096,0.025,0.075,8.1,53,2.68
1,Q42,no,D,heat_only,D_heat_only,D_heat_only_1,31.35416714,0.087,0.262,8.1,53,2.68
2,Q42,no,D,heat_only,D_heat_only,D_heat_only_2,49.71190817,0.137,0.415,8.1,53,2.68
6,Q42,no,D,heat_only,D_heat_only,D_heat_only_6,47.53106538,0.131,0.397,8.1,53,2.68
10,Q42,no,D,heat_only,D_heat_only,D_heat_only_10,20.44292854,0.057,0.171,8.1,53,2.68
-10,Q43,no,D,heat_only,D_heat_only,D_heat_only_-10,10.28139471,0.025,0.073,9.3,65,3.16
1,Q43,no,D,heat_only,D_heat_only,D_heat_only_1,51.19844567,0.123,0.363,9.3,65,3.16
2,Q43,no,D,heat_only,D_heat_only,D_heat_only_2,44.16867252,0.106,0.313,9.3,65,3.16
6,Q43,no,D,heat_only,D_heat_only,D_heat_only_6,74.48249637,0.179,0.528,9.3,65,3.16
10,Q43,no,D,heat_only,D_heat_only,D_heat_only_10,24.90454963,0.06,0.176,9.3,65,3.16
-10,Q44,no,D,heat_only,D_heat_only,D_heat_only_-10,10.93041193,0.04,0.111,6.1,41,2.2
1,Q44,no,D,heat_only,D_heat_only,D_heat_only_1,72.89721925,0.268,0.742,6.1,41,2.2
2,Q44,no,D,heat_only,D_heat_only,D_heat_only_2,49.05401301,0.18,0.499,6.1,41,2.2
6,Q44,no,D,heat_only,D_heat_only,D_heat_only_6,98.36760687,0.361,1.001,6.1,41,2.2
10,Q44,no,D,heat_only,D_heat_only,D_heat_only_10,25.42505716,0.093,0.259,6.1,41,2.2
-10,Q45,no,D,heat_only,D_heat_only,D_heat_only_-10,7.757807722,0.024,0.069,7.3,49,2.52
1,Q45,no,D,heat_only,D_heat_only,D_heat_only_1,116.7806976,0.358,1.038,7.3,49,2.52
2,Q45,no,D,heat_only,D_heat_only,D_heat_only_2,82.23395282,0.252,0.731,7.3,49,2.52
6,Q45,no,D,heat_only,D_heat_only,D_heat_only_6,25.78253447,0.079,0.229,7.3,49,2.52
10,Q45,no,D,heat_only,D_heat_only,D_heat_only_10,25.51599168,0.078,0.227,7.3,49,2.52
-10,W01,no,T,heat_only,T_heat_only,T_heat_only_-10,10.89670042,0.031,0.066,7.9,78,3.68
1,W01,no,T,heat_only,T_heat_only,T_heat_only_1,108.2959813,0.307,0.659,7.9,78,3.68
2,W01,no,T,heat_only,T_heat_only,T_heat_only_2,41.69947704,0.118,0.254,7.9,78,3.68
-10,W02,no,T,heat_only,T_heat_only,T_heat_only_-10,19.3648143,0.049,0.088,8.9,109,4.92
1,W02,no,T,heat_only,T_heat_only,T_heat_only_1,105.9445701,0.267,0.482,8.9,109,4.92
2,W02,no,T,heat_only,T_heat_only,T_heat_only_2,47.81383195,0.12,0.218,8.9,109,4.92
-10,W03,no,T,heat_only,T_heat_only,T_heat_only_-10,25.51599168,0.057,0.089,10.1,146,6.4
1,W03,no,T,heat_only,T_heat_only,T_heat_only_1,27.79063131,0.062,0.097,10.1,146,6.4
2,W03,no,T,heat_only,T_heat_only,T_heat_only_2,182.7455808,0.405,0.639,10.1,146,6.4
-10,W04,no,T,heat_only,T_heat_only,T_heat_only_-10,9.642347412,0.027,0.069,7.9,64,3.12
1,W04,no,T,heat_only,T_heat_only,T_heat_only_1,139.7946468,0.396,1.003,7.9,64,3.12
2,W04,no,T,heat_only,T_heat_only,T_heat_only_2,92.60683459,0.262,0.665,7.9,64,3.12
-10,W05,no,T,heat_only,T_heat_only,T_heat_only_-10,33.98663889,0.09,0.196,8.5,83,3.88
1,W05,no,T,heat_only,T_heat_only,T_heat_only_1,27.44504935,0.072,0.158,8.5,83,3.88
2,W05,no,T,heat_only,T_heat_only,T_heat_only_2,73.25536249,0.193,0.423,8.5,83,3.88
-10,W06,no,T,heat_only,T_heat_only,T_heat_only_-10,21.69673424,0.054,0.114,9,93,4.28
1,W06,no,T,heat_only,T_heat_only,T_heat_only_1,44.24950358,0.11,0.231,9,93,4.28
2,W06,no,T,heat_only,T_heat_only,T_heat_only_2,24.2567925,0.06,0.127,9,93,4.28
6,W06,no,T,heat_only,T_heat_only,T_heat_only_6,24.34827578,0.061,0.127,9,93,4.28
10,W06,no,T,heat_only,T_heat_only,T_heat_only_10,21.69931701,0.054,0.114,9,93,4.28
-10,W07,no,T,heat_only,T_heat_only,T_heat_only_-10,10.05483046,0.024,0.044,9.5,113,5.08
1,W07,no,T,heat_only,T_heat_only,T_heat_only_1,51.19862724,0.121,0.226,9.5,113,5.08
2,W07,no,T,heat_only,T_heat_only,T_heat_only_2,148.8623153,0.351,0.656,9.5,113,5.08
-10,W08,no,T,heat_only,T_heat_only,T_heat_only_-10,21.51817672,0.057,0.127,8.4,81,3.8
1,W08,no,T,heat_only,T_heat_only,T_heat_only_1,41.07465412,0.109,0.242,8.4,81,3.8
2,W08,no,T,heat_only,T_heat_only,T_heat_only_2,44.96334987,0.12,0.265,8.4,81,3.8
-10,W09,no,T,heat_only,T_heat_only,T_heat_only_-10,24.90454963,0.071,0.164,7.9,71,3.4
1,W09,no,T,heat_only,T_heat_only,T_heat_only_1,161.8207165,0.459,1.066,7.9,71,3.4
2,W09,no,T,heat_only,T_heat_only,T_heat_only_2,78.61256891,0.223,0.518,7.9,71,3.4
-10,W10,no,T,heat_only,T_heat_only,T_heat_only_-10,9.381720048,0.026,0.052,8.1,87,4.04
1,W10,no,T,heat_only,T_heat_only,T_heat_only_1,46.35733993,0.128,0.257,8.1,87,4.04
2,W10,no,T,heat_only,T_heat_only,T_heat_only_2,74.40741821,0.206,0.412,8.1,87,4.04
-10,W11,no,T,heat_only,T_heat_only,T_heat_only_-10,13.40400785,0.042,0.094,7.2,66,3.2
1,W11,no,T,heat_only,T_heat_only,T_heat_only_1,15.88251813,0.049,0.111,7.2,66,3.2
2,W11,no,T,heat_only,T_heat_only,T_heat_only_2,66.40743003,0.207,0.465,7.2,66,3.2
-10,W12,no,T,heat_only,T_heat_only,T_heat_only_-10,35.03641351,0.091,0.192,8.6,88,4.08
1,W12,no,T,heat_only,T_heat_only,T_heat_only_1,75.90412556,0.198,0.417,8.6,88,4.08
2,W12,no,T,heat_only,T_heat_only,T_heat_only_2,28.41426581,0.074,0.156,8.6,88,4.08
-10,W13,no,T,heat_only,T_heat_only,T_heat_only_-10,33.94731562,0.101,0.214,7.5,75,3.56
1,W13,no,T,heat_only,T_heat_only,T_heat_only_1,80.6437975,0.241,0.507,7.5,75,3.56
2,W13,no,T,heat_only,T_heat_only,T_heat_only_2,39.98856666,0.119,0.252,7.5,75,3.56
6,W13,no,T,heat_only,T_heat_only,T_heat_only_6,50.29536329,0.15,0.316,7.5,75,3.56
10,W13,no,T,heat_only,T_heat_only,T_heat_only_10,25.5310359,0.076,0.161,7.5,75,3.56
-10,W14,no,T,heat_only,T_heat_only,T_heat_only_-10,23.35329207,0.07,0.184,7.5,57,2.84
1,W14,no,T,heat_only,T_heat_only,T_heat_only_1,72.45654809,0.216,0.571,7.5,57,2.84
2,W14,no,T,heat_only,T_heat_only,T_heat_only_2,37.07530964,0.111,0.292,7.5,57,2.84
6,W14,no,T,heat_only,T_heat_only,T_heat_only_6,77.04459227,0.23,0.607,7.5,57,2.84
10,W14,no,T,heat_only,T_heat_only,T_heat_only_10,26.21583357,0.078,0.207,7.5,57,2.84
-10,W15,no,T,heat_only,T_heat_only,T_heat_only_-10,14.07646956,0.037,0.098,8.5,66,3.2
1,W15,no,T,heat_only,T_heat_only,T_heat_only_1,46.28540106,0.122,0.324,8.5,66,3.2
2,W15,no,T,heat_only,T_heat_only,T_heat_only_2,30.16809141,0.079,0.211,8.5,66,3.2
6,W15,no,T,heat_only,T_heat_only,T_heat_only_6,13.79169788,0.036,0.097,8.5,66,3.2
10,W15,no,T,heat_only,T_heat_only,T_heat_only_10,22.2019712,0.058,0.155,8.5,66,3.2
-10,W16,no,T,heat_only,T_heat_only,T_heat_only_-10,35.4049577,0.104,0.223,7.6,75,3.56
1,W16,no,T,heat_only,T_heat_only,T_heat_only_1,85.43110152,0.252,0.537,7.6,75,3.56
2,W16,no,T,heat_only,T_heat_only,T_heat_only_2,35.21526643,0.104,0.221,7.6,75,3.56
6,W16,no,T,heat_only,T_heat_only,T_heat_only_6,52.55821116,0.155,0.331,7.6,75,3.56
10,W16,no,T,heat_only,T_heat_only,T_heat_only_10,16.76582162,0.049,0.105,7.6,75,3.56
-10,W17,no,T,heat_only,T_heat_only,T_heat_only_-10,21.68890759,0.062,0.135,7.8,76,3.6
1,W17,no,T,heat_only,T_heat_only,T_heat_only_1,78.59262677,0.226,0.489,7.8,76,3.6
2,W17,no,T,heat_only,T_heat_only,T_heat_only_2,129.9882689,0.373,0.809,7.8,76,3.6
6,W17,no,T,heat_only,T_heat_only,T_heat_only_6,67.82847757,0.195,0.422,7.8,76,3.6
10,W17,no,T,heat_only,T_heat_only,T_heat_only_10,17.12392068,0.049,0.107,7.8,76,3.6
-10,W18,no,T,heat_only,T_heat_only,T_heat_only_-10,10.21996731,0.024,0.041,9.5,125,5.56
1,W18,no,T,heat_only,T_heat_only,T_heat_only_1,180.1331255,0.425,0.725,9.5,125,5.56
2,W18,no,T,heat_only,T_heat_only,T_heat_only_2,109.4226284,0.258,0.441,9.5,125,5.56
6,W18,no,T,heat_only,T_heat_only,T_heat_only_6,64.50771654,0.152,0.26,9.5,125,5.56
10,W18,no,T,heat_only,T_heat_only,T_heat_only_10,17.35669046,0.041,0.07,9.5,125,5.56
-10,W19,no,T,heat_only,T_heat_only,T_heat_only_-10,34.03323518,0.088,0.191,8.7,86,4
1,W19,no,T,heat_only,T_heat_only,T_heat_only_1,211.7615572,0.545,1.185,8.7,86,4
2,W19,no,T,heat_only,T_heat_only,T_heat_only_2,89.50732465,0.23,0.501,8.7,86,4
6,W19,no,T,heat_only,T_heat_only,T_heat_only_6,94.84325672,0.244,0.531,8.7,86,4
10,W19,no,T,heat_only,T_heat_only,T_heat_only_10,41.71982129,0.107,0.234,8.7,86,4
-10,W20,no,T,heat_only,T_heat_only,T_heat_only_-10,26.21583357,0.075,0.161,7.8,77,3.64
1,W20,no,T,heat_only,T_heat_only,T_heat_only_1,29.94760263,0.086,0.184,7.8,77,3.64
2,W20,no,T,heat_only,T_heat_only,T_heat_only_2,180.6693412,0.519,1.111,7.8,77,3.64
6,W20,no,T,heat_only,T_heat_only,T_heat_only_6,70.09733488,0.201,0.431,7.8,77,3.64
10,W20,no,T,heat_only,T_heat_only,T_heat_only_10,41.83698875,0.12,0.257,7.8,77,3.64
-10,W21,no,T,heat_only,T_heat_only,T_heat_only_-10,9.163591623,0.023,0.044,9,102,4.64
1,W21,no,T,heat_only,T_heat_only,T_heat_only_1,53.42161649,0.133,0.258,9,102,4.64
2,W21,no,T,heat_only,T_heat_only,T_heat_only_2,49.68238741,0.124,0.24,9,102,4.64
6,W21,no,T,heat_only,T_heat_only,T_heat_only_6,66.04127852,0.164,0.319,9,102,4.64
10,W21,no,T,heat_only,T_heat_only,T_heat_only_10,17.44340027,0.043,0.084,9,102,4.64
-10,W22,no,T,heat_only,T_heat_only,T_heat_only_-10,22.78397407,0.053,0.118,9.7,94,4.32
1,W22,no,T,heat_only,T_heat_only,T_heat_only_1,49.8892624,0.115,0.259,9.7,94,4.32
2,W22,no,T,heat_only,T_heat_only,T_heat_only_2,84.804897,0.196,0.44,9.7,94,4.32
-10,W23,no,T,heat_only,T_heat_only,T_heat_only_-10,11.22049384,0.034,0.083,7.4,62,3.04
1,W23,no,T,heat_only,T_heat_only,T_heat_only_1,81.63337663,0.247,0.601,7.4,62,3.04
2,W23,no,T,heat_only,T_heat_only,T_heat_only_2,36.3230675,0.11,0.268,7.4,62,3.04
6,W23,no,T,heat_only,T_heat_only,T_heat_only_6,31.30235801,0.095,0.231,7.4,62,3.04
10,W23,no,T,heat_only,T_heat_only,T_heat_only_10,17.91692546,0.054,0.132,7.4,62,3.04
-10,W24,no,T,heat_only,T_heat_only,T_heat_only_-10,10.4918666,0.031,0.089,7.5,52,2.64
1,W24,no,T,heat_only,T_heat_only,T_heat_only_1,64.18499418,0.192,0.544,7.5,52,2.64
2,W24,no,T,heat_only,T_heat_only,T_heat_only_2,35.38756858,0.106,0.3,7.5,52,2.64
6,W24,no,T,heat_only,T_heat_only,T_heat_only_6,45.32105569,0.135,0.384,7.5,52,2.64
10,W24,no,T,heat_only,T_heat_only,T_heat_only_10,17.99343792,0.054,0.153,7.5,52,2.64
-10,W25,no,T,heat_only,T_heat_only,T_heat_only_-10,11.53616912,0.032,0.067,8,83,3.88
1,W25,no,T,heat_only,T_heat_only,T_heat_only_1,117.5129735,0.329,0.678,8,83,3.88
2,W25,no,T,heat_only,T_heat_only,T_heat_only_2,69.42055919,0.194,0.401,8,83,3.88
6,W25,no,T,heat_only,T_heat_only,T_heat_only_6,52.06706295,0.146,0.3,8,83,3.88
10,W25,no,T,heat_only,T_heat_only,T_heat_only_10,18.20741828,0.051,0.105,8,83,3.88
-10,W26,no,T,heat_only,T_heat_only,T_heat_only_-10,13.53182033,0.034,0.074,8.9,88,4.08
1,W26,no,T,heat_only,T_heat_only,T_heat_only_1,198.1390041,0.498,1.087,8.9,88,4.08
2,W26,no,T,heat_only,T_heat_only,T_heat_only_2,160.5008538,0.404,0.881,8.9,88,4.08
6,W26,no,T,heat_only,T_heat_only,T_heat_only_6,97.5429699,0.245,0.535,8.9,88,4.08
10,W26,no,T,heat_only,T_heat_only,T_heat_only_10,18.30861231,0.046,0.1,8.9,88,4.08
-10,W27,no,T,heat_only,T_heat_only,T_heat_only_-10,8.71017092,0.025,0.062,7.7,65,3.16
1,W27,no,T,heat_only,T_heat_only,T_heat_only_1,184.3158999,0.536,1.306,7.7,65,3.16
2,W27,no,T,heat_only,T_heat_only,T_heat_only_2,80.68113305,0.235,0.572,7.7,65,3.16
6,W27,no,T,heat_only,T_heat_only,T_heat_only_6,43.75318068,0.127,0.31,7.7,65,3.16
10,W27,no,T,heat_only,T_heat_only,T_heat_only_10,18.34978625,0.053,0.13,7.7,65,3.16
-10,W28,no,T,heat_only,T_heat_only,T_heat_only_-10,36.2239469,0.097,0.205,8.4,85,3.96
1,W28,no,T,heat_only,T_heat_only,T_heat_only_1,110.3793185,0.294,0.624,8.4,85,3.96
2,W28,no,T,heat_only,T_heat_only,T_heat_only_2,158.4806778,0.422,0.896,8.4,85,3.96
6,W28,no,T,heat_only,T_heat_only,T_heat_only_6,60.76323071,0.162,0.344,8.4,85,3.96
10,W28,no,T,heat_only,T_heat_only,T_heat_only_10,18.46151426,0.049,0.104,8.4,85,3.96
-10,W29,no,T,heat_only,T_heat_only,T_heat_only_-10,11.88653196,0.028,0.052,9.4,115,5.16
1,W29,no,T,heat_only,T_heat_only,T_heat_only_1,71.22000236,0.17,0.309,9.4,115,5.16
2,W29,no,T,heat_only,T_heat_only,T_heat_only_2,69.85859929,0.166,0.303,9.4,115,5.16
6,W29,no,T,heat_only,T_heat_only,T_heat_only_6,51.5804225,0.123,0.224,9.4,115,5.16
10,W29,no,T,heat_only,T_heat_only,T_heat_only_10,42.32932565,0.101,0.184,9.4,115,5.16
-10,W30,no,T,heat_only,T_heat_only,T_heat_only_-10,25.42505716,0.067,0.164,8.5,73,3.48
1,W30,no,T,heat_only,T_heat_only,T_heat_only_1,36.8271875,0.097,0.237,8.5,73,3.48
2,W30,no,T,heat_only,T_heat_only,T_heat_only_2,34.18379249,0.09,0.22,8.5,73,3.48
-10,W31,no,T,heat_only,T_heat_only,T_heat_only_-10,13.27895736,0.038,0.079,7.8,80,3.76
1,W31,no,T,heat_only,T_heat_only,T_heat_only_1,186.5641701,0.536,1.111,7.8,80,3.76
2,W31,no,T,heat_only,T_heat_only,T_heat_only_2,38.15902868,0.11,0.227,7.8,80,3.76
6,W31,no,T,heat_only,T_heat_only,T_heat_only_6,53.10153463,0.152,0.316,7.8,80,3.76
10,W31,no,T,heat_only,T_heat_only,T_heat_only_10,42.44338038,0.122,0.253,7.8,80,3.76
-10,W32,no,T,heat_only,T_heat_only,T_heat_only_-10,23.41321152,0.062,0.122,8.5,93,4.28
1,W32,no,T,heat_only,T_heat_only,T_heat_only_1,22.81243964,0.06,0.119,8.5,93,4.28
2,W32,no,T,heat_only,T_heat_only,T_heat_only_2,34.25095829,0.09,0.179,8.5,93,4.28
6,W32,no,T,heat_only,T_heat_only,T_heat_only_6,82.27032496,0.217,0.43,8.5,93,4.28
10,W32,no,T,heat_only,T_heat_only,T_heat_only_10,42.84221427,0.113,0.224,8.5,93,4.28
-10,W33,no,T,heat_only,T_heat_only,T_heat_only_-10,11.16135847,0.028,0.074,9,71,3.4
1,W33,no,T,heat_only,T_heat_only,T_heat_only_1,189.1786545,0.471,1.246,9,71,3.4
2,W33,no,T,heat_only,T_heat_only,T_heat_only_2,78.25994299,0.195,0.515,9,71,3.4
6,W33,no,T,heat_only,T_heat_only,T_heat_only_6,47.45439958,0.118,0.313,9,71,3.4
10,W33,no,T,heat_only,T_heat_only,T_heat_only_10,38.35088688,0.095,0.253,9,71,3.4
-10,W34,no,T,heat_only,T_heat_only,T_heat_only_-10,23.0564178,0.062,0.142,8.3,77,3.64
1,W34,no,T,heat_only,T_heat_only,T_heat_only_1,60.01386065,0.162,0.369,8.3,77,3.64
2,W34,no,T,heat_only,T_heat_only,T_heat_only_2,85.35285628,0.23,0.525,8.3,77,3.64
-10,W35,no,T,heat_only,T_heat_only,T_heat_only_-10,37.03020324,0.104,0.228,8,77,3.64
1,W35,no,T,heat_only,T_heat_only,T_heat_only_1,180.3760139,0.505,1.11,8,77,3.64
2,W35,no,T,heat_only,T_heat_only,T_heat_only_2,159.8805051,0.447,0.984,8,77,3.64
6,W35,no,T,heat_only,T_heat_only,T_heat_only_6,44.88238527,0.126,0.276,8,77,3.64
10,W35,no,T,heat_only,T_heat_only,T_heat_only_10,16.70255087,0.047,0.103,8,77,3.64
-10,W36,no,T,heat_only,T_heat_only,T_heat_only_-10,12.27772055,0.028,0.052,9.8,119,5.32
1,W36,no,T,heat_only,T_heat_only,T_heat_only_1,101.7148944,0.232,0.428,9.8,119,5.32
2,W36,no,T,heat_only,T_heat_only,T_heat_only_2,60.04929796,0.137,0.253,9.8,119,5.32
6,W36,no,T,heat_only,T_heat_only,T_heat_only_6,41.39266209,0.095,0.174,9.8,119,5.32
10,W36,no,T,heat_only,T_heat_only,T_heat_only_10,16.76582162,0.038,0.071,9.8,119,5.32
-10,W37,no,T,heat_only,T_heat_only,T_heat_only_-10,22.7157958,0.049,0.087,10.3,132,5.84
1,W37,no,T,heat_only,T_heat_only,T_heat_only_1,79.13909219,0.172,0.303,10.3,132,5.84
2,W37,no,T,heat_only,T_heat_only,T_heat_only_2,73.63027245,0.16,0.282,10.3,132,5.84
6,W37,no,T,heat_only,T_heat_only,T_heat_only_6,40.39001165,0.088,0.155,10.3,132,5.84
10,W37,no,T,heat_only,T_heat_only,T_heat_only_10,17.12392068,0.037,0.066,10.3,132,5.84
-10,W38,no,T,heat_only,T_heat_only,T_heat_only_-10,9.354941994,0.027,0.06,7.8,73,3.48
1,W38,no,T,heat_only,T_heat_only,T_heat_only_1,58.00278118,0.167,0.373,7.8,73,3.48
2,W38,no,T,heat_only,T_heat_only,T_heat_only_2,53.87843395,0.155,0.347,7.8,73,3.48
6,W38,no,T,heat_only,T_heat_only,T_heat_only_6,32.07514747,0.092,0.206,7.8,73,3.48
10,W38,no,T,heat_only,T_heat_only,T_heat_only_10,20.97972666,0.06,0.135,7.8,73,3.48
-10,W39,no,T,heat_only,T_heat_only,T_heat_only_-10,37.21382447,0.099,0.215,8.4,83,3.88
1,W39,no,T,heat_only,T_heat_only,T_heat_only_1,42.30332202,0.113,0.244,8.4,83,3.88
2,W39,no,T,heat_only,T_heat_only,T_heat_only_2,156.2888721,0.417,0.902,8.4,83,3.88
6,W39,no,T,heat_only,T_heat_only,T_heat_only_6,88.44945217,0.236,0.51,8.4,83,3.88
10,W39,no,T,heat_only,T_heat_only,T_heat_only_10,17.35669046,0.046,0.1,8.4,83,3.88
-10,W40,no,T,heat_only,T_heat_only,T_heat_only_-10,9.368062141,0.022,0.05,9.6,90,4.16
